codigo,nombre,modelo_aplicable,categoria,precio_publico,precio_distribuidor,stock_minimo,stock_maximo
RAYO PRO-051,Plastico de Canasta,RAYO PRO,REFACCION,66,46,2,10
RAYO PRO-052,Chasis,RAYO PRO,REFACCION,3150,2205,2,10
RAYO PRO-053,Tijera,RAYO PRO,REFACCION,1200,840,2,10
RAYO PRO-054,Arnes Principal,RAYO PRO,REFACCION,425,298,2,10
RAYO PRO-055,Arnes de Bateria,RAYO PRO,REFACCION,250,175,2,10
RAYO PRO-056,Asiento Principal,RAYO PRO,REFACCION,385,270,2,10
RAYO PRO-058,Accesorios de Faro,RAYO PRO,REFACCION,42,29,2,10
RAYO PRO-059,Faro Trasero,RAYO PRO,REFACCION,275,193,2,10
RAYO PRO-060,Piso,RAYO PRO,REFACCION,330,231,2,10
RAYO PRO-061,Conexion de Piso Trasero,RAYO PRO,REFACCION,84,59,2,10
RAYO PRO-062,Asiento Trasero,RAYO PRO,REFACCION,213,149,2,10
RAYO PRO-063,Respaldo Trasero,RAYO PRO,REFACCION,115,81,2,10
RAYO PRO-064,Barra de Baterias,RAYO PRO,REFACCION,75,53,2,10
RAYO PRO-065,Salpicadera (Delantera),RAYO PRO,REFACCION,375,263,2,10
RAYO PRO-066,Salpicadera (Trasera),RAYO PRO,REFACCION,480,336,2,10
RAYO PRO-067,Sliders,RAYO PRO,REFACCION,257,180,2,10
RAYO PRO-068,Panel Frontal de Faro,RAYO PRO,REFACCION,405,284,2,10
RAYO PRO-069,Cubierta Interior Delantera,RAYO PRO,REFACCION,300,210,2,10
RAYO PRO-072,Gancho para Panel,RAYO PRO,REFACCION,84,59,2,10
RAYO PRO-073,Plastico Anticaida,RAYO PRO,REFACCION,132,92,2,10
RAYO PRO-074,Protector de Pantalla,RAYO PRO,REFACCION,66,46,2,10
RAYO PRO-075,Protector de Pantalla,RAYO PRO,REFACCION,33,23,2,10
RAYO PRO-076,Canasta de Herramientas,RAYO PRO,REFACCION,165,116,2,10
RAYO PRO-077,Lodera Interior,RAYO PRO,REFACCION,264,185,2,10
RAYO PRO-078,Facia,RAYO PRO,REFACCION,165,116,2,10
RAYO PRO-079,Tapa de Foco Trasera,RAYO PRO,REFACCION,180,126,2,10
RAYO PRO-080,Tapones de Plastico,RAYO PRO,REFACCION,11,8,2,10
RAYO PRO-081,Caja de Control,RAYO PRO,REFACCION,117,82,2,10
RAYO PRO-082,Tapa de Caja de Control,RAYO PRO,REFACCION,165,116,2,10
RAYO PRO-084,Soporte Bajo de Caja Bateria,RAYO PRO,REFACCION,231,162,2,10
RAYO PRO-086,Disco,RAYO PRO,REFACCION,300,210,2,10
RAYO PRO-087,Tornillo de Disco,RAYO PRO,REFACCION,15,11,2,10
REINA-001,Motor,REINA,REFACCION,2772,1940,2,10
REINA-002,Tapa Extremo Motor,REINA,REFACCION,400,280,2,10
REINA-003,Circlip del Motor,REINA,REFACCION,20,14,2,10
REINA-004,Rin Delantero,REINA,REFACCION,460,322,2,10
REINA-005,Llantas,REINA,REFACCION,500,350,2,10
REINA-006,Estrella de Motor,REINA,REFACCION,200,140,2,10
REINA-007,Freno de Balata (Delantera),REINA,REFACCION,277,194,2,10
REINA-008,Freno de Balata (Trasera),REINA,REFACCION,300,210,2,10
REINA-010,Valvula de Aire,REINA,REFACCION,50,35,2,10
REINA-011,Eje de Rin,REINA,REFACCION,98,69,2,10
REINA-012,Reflectores Delanteros,REINA,REFACCION,14,10,2,10
REINA-013,Reflectores Traseros,REINA,REFACCION,12,8,2,10
REINA-016,Alarma,REINA,REFACCION,210,147,2,10
REINA-017,Switch de Encendido,REINA,REFACCION,148,104,2,10
REINA-019,Baleros de Pedales,REINA,REFACCION,80,56,2,10
REINA-020,Eje de Pedales,REINA,REFACCION,165,116,2,10
REINA-021,Brazos de Pedales,REINA,REFACCION,112,78,2,10
REINA-022,Cadena,REINA,REFACCION,90,63,2,10
REINA-023,Espejos Retrovisores,REINA,REFACCION,200,140,2,10
REINA-024,Parador Lateral,REINA,REFACCION,155,109,2,10
REINA-025,Pedales,REINA,REFACCION,99,69,2,10
REINA-026,Reposapies Retractiles,REINA,REFACCION,50,35,2,10
REINA-027,Estrella del Eje Central,REINA,REFACCION,150,105,2,10
REINA-028,Claxon,REINA,REFACCION,136,95,2,10
REINA-029,Manubrio,REINA,REFACCION,300,210,2,10
REINA-030,Acelerador,REINA,REFACCION,500,350,2,10
REINA-031,Tubo de Dirección,REINA,REFACCION,225,158,2,10
REINA-032,Mando Izquierdo,REINA,REFACCION,450,315,2,10
REINA-033,Plastico para Eje Frontal,REINA,REFACCION,4,3,2,10
REINA-034,Pantalla,REINA,REFACCION,390,273,2,10
REINA-035,Protector del Cableado,REINA,REFACCION,22,15,2,10
REINA-036,Chicote Delantero,REINA,REFACCION,108,76,2,10
REINA-037,Chicote Trasero,REINA,REFACCION,148,104,2,10
REINA-038,Cubierta de Respaldo,REINA,REFACCION,201,141,2,10
REINA-039,Estante de Respaldo,REINA,REFACCION,170,119,2,10
REINA-041,Separador de Pilas,REINA,REFACCION,100,70,2,10
REINA-043,Faro,REINA,REFACCION,390,273,2,10
REINA-044,Direccionales,REINA,REFACCION,61,43,2,10
REINA-045,Amortiguador,REINA,REFACCION,270,189,2,10
REINA-046,Canasta,REINA,REFACCION,375,263,2,10
REINA-047,Visagra de Canasta,REINA,REFACCION,20,14,2,10
REINA-048,Cubierta de Cesta,REINA,REFACCION,80,56,2,10
REINA-049,Plastico de Canasta,REINA,REFACCION,70,49,2,10
REINA-050,Chasis,REINA,REFACCION,3300,2310,2,10
REINA-051,Tijera,REINA,REFACCION,1065,746,2,10
REINA-052,Arnes,REINA,REFACCION,625,438,2,10
REINA-053,Arnes de Bateria,REINA,REFACCION,350,245,2,10
REINA-054,Asiento Principal,REINA,REFACCION,400,280,2,10
REINA-057,Calavera,REINA,REFACCION,313,219,2,10
REINA-058,Piso,REINA,REFACCION,360,252,2,10
REINA-059,Asiento Trasero,REINA,REFACCION,250,175,2,10
REINA-060,Respaldo de Asiento,REINA,REFACCION,100,70,2,10
REINA-061,Barra de Baterias,REINA,REFACCION,138,96,2,10
REINA-062,Salpicadera Delantera,REINA,REFACCION,480,336,2,10
REINA-063,Salpicadera Trasera,REINA,REFACCION,132,92,2,10
REINA-064,Slider (Izquierdo o Derecho),REINA,REFACCION,210,147,2,10
REINA-065,Cubierta Frontal de Faro,REINA,REFACCION,390,273,2,10
REINA-068,Gancho,REINA,REFACCION,33,23,2,10
REINA-069,Tapones de Sliders,REINA,REFACCION,88,62,2,10
REINA-070,Protector de Pantalla,REINA,REFACCION,225,158,2,10
REINA-071,Caja para Cableado,REINA,REFACCION,99,69,2,10
REINA-072,Tapa Cubre Numero de Serie,REINA,REFACCION,33,23,2,10
REINA-073,Cubierta Interior Delantera,REINA,REFACCION,363,254,2,10
REINA-074,Cubierta de Puerto de Carga,REINA,REFACCION,165,116,2,10
REINA-075,Caja de ECU,REINA,REFACCION,390,273,2,10
REINA-076,Marco de Caja de ECU,REINA,REFACCION,282,197,2,10
REINA-079,Tapones de Piso,REINA,REFACCION,8,6,2,10
REINA-081,Aleron Trasero,REINA,REFACCION,117,82,2,10
REINA-082,Facia,REINA,REFACCION,198,139,2,10
REINA-085,Aro de Cubierta Delantera,REINA,REFACCION,235,165,2,10
REINA-087,Proteccion Trasera (Izquierda,REINA,REFACCION,180,126,2,10
REINA-088,Traseros (Izquierdo y,REINA,REFACCION,180,126,2,10
REINA-090,Cubierta Interior Delantera,REINA,REFACCION,235,165,2,10
REINA-091,Tela Autoenrollable,REINA,REFACCION,5,4,2,10
REINA-092,Carcasa Trasera del Faro,REINA,REFACCION,240,168,2,10
REINA-093,Aro Decorativo del Faro,REINA,REFACCION,150,105,2,10
RYDER PRO-001,Motor,RYDER PRO,REFACCION,3180,2226,2,10
RYDER PRO-002,Tapa Extremo Motor,RYDER PRO,REFACCION,400,280,2,10
RYDER PRO-003,Circlip del Motor,RYDER PRO,REFACCION,20,14,2,10
RYDER PRO-004,Llanta Delantera,RYDER PRO,REFACCION,1170,819,2,10
RYDER PRO-005,Llantas,RYDER PRO,REFACCION,500,350,2,10
RYDER PRO-006,Estrella de Motor,RYDER PRO,REFACCION,200,140,2,10
RYDER PRO-007,Freno de Disco Delantero,RYDER PRO,REFACCION,900,630,2,10
RYDER PRO-008,Freno de Disco Trasero,RYDER PRO,REFACCION,984,689,2,10
RYDER PRO-009,Disco,RYDER PRO,REFACCION,300,210,2,10
RYDER PRO-011,Valvula de Aire,RYDER PRO,REFACCION,50,35,2,10
RYDER PRO-012,Eje Delantero,RYDER PRO,REFACCION,154,108,2,10
RYDER PRO-013,Reflectores Delanteros,RYDER PRO,REFACCION,12,8,2,10
RYDER PRO-014,Reflector Salpicadera,RYDER PRO,REFACCION,12,8,2,10
RYDER PRO-016,Alarma,RYDER PRO,REFACCION,210,147,2,10
RYDER PRO-017,Switch Delantero,RYDER PRO,REFACCION,300,210,2,10
RYDER PRO-019,Baleros de Pedales,RYDER PRO,REFACCION,80,56,2,10
RYDER PRO-020,Eje de Pedales,RYDER PRO,REFACCION,165,116,2,10
RYDER PRO-021,Brazos de Pedales,RYDER PRO,REFACCION,112,78,2,10
RYDER PRO-022,Cadena,RYDER PRO,REFACCION,96,67,2,10
RYDER PRO-023,Espejos Retrovisores,RYDER PRO,REFACCION,200,140,2,10
RYDER PRO-024,Parador Lateral,RYDER PRO,REFACCION,145,102,2,10
RYDER PRO-025,Pedales,RYDER PRO,REFACCION,99,69,2,10
RYDER PRO-026,Estrella del Eje Central,RYDER PRO,REFACCION,60,42,2,10
RYDER PRO-027,Claxon,RYDER PRO,REFACCION,120,84,2,10
RYDER PRO-028,Manubrio,RYDER PRO,REFACCION,300,210,2,10
RYDER PRO-029,Acelerador,RYDER PRO,REFACCION,375,263,2,10
RYDER PRO-030,Tubo de Direccion,RYDER PRO,REFACCION,175,123,2,10
RYDER PRO-031,Mando Izquierdo,RYDER PRO,REFACCION,400,280,2,10
RYDER PRO-032,Cortacorriente Principal,RYDER PRO,REFACCION,88,62,2,10
RYDER PRO-033,Plastico para Eje Frontal,RYDER PRO,REFACCION,4,3,2,10
RYDER PRO-034,Pantalla,RYDER PRO,REFACCION,390,273,2,10
RYDER PRO-035,Protector de Cableado,RYDER PRO,REFACCION,22,15,2,10
RYDER PRO-036,Caballete,RYDER PRO,REFACCION,240,168,2,10
RYDER PRO-039,Faro,RYDER PRO,REFACCION,495,347,2,10
RYDER PRO-041,Amortiguador,RYDER PRO,REFACCION,660,462,2,10
RYDER PRO-042,Soporte de Canasta,RYDER PRO,REFACCION,273,191,2,10
RYDER PRO-043,Chasis,RYDER PRO,REFACCION,4800,3360,2,10
RYDER PRO-044,Tijeras,RYDER PRO,REFACCION,1530,1071,2,10
RYDER PRO-045,Arnes,RYDER PRO,REFACCION,700,490,2,10
RYDER PRO-046,Arnes de Bateria,RYDER PRO,REFACCION,425,298,2,10
RYDER PRO-047,Asiento Principal,RYDER PRO,REFACCION,875,613,2,10
RYDER PRO-048,Calavera,RYDER PRO,REFACCION,625,438,2,10
RYDER PRO-049,Piso,RYDER PRO,REFACCION,413,289,2,10
RYDER PRO-050,Barra de Baterias,RYDER PRO,REFACCION,141,99,2,10
RYDER PRO-051,Salpicadera Delantera,RYDER PRO,REFACCION,455,319,2,10
RYDER PRO-052,Salpicadera Trasera,RYDER PRO,REFACCION,500,350,2,10
RYDER PRO-053,Agrarradera Trasera,RYDER PRO,REFACCION,615,431,2,10
RYDER PRO-054,Sliders(Izquierdo o Derecho),RYDER PRO,REFACCION,240,168,2,10
RYDER PRO-055,Cubierta Frontal de Faro,RYDER PRO,REFACCION,400,280,2,10
RYDER PRO-056,Cubierta Interior Delantera,RYDER PRO,REFACCION,275,193,2,10
RYDER PRO-059,Gancho,RYDER PRO,REFACCION,44,31,2,10
RYDER PRO-060,Tapones de Sliders,RYDER PRO,REFACCION,11,8,2,10
RYDER PRO-061,Protector de Pantalla,RYDER PRO,REFACCION,66,46,2,10
RYDER PRO-062,Caja para Cableado,RYDER PRO,REFACCION,66,46,2,10
RYDER PRO-066,Carcasa de Puerto de Carga,RYDER PRO,REFACCION,99,69,2,10
RYDER PRO-067,Tapon Piso,RYDER PRO,REFACCION,20,14,2,10
RYDER PRO-068,Lamina Fijadora,RYDER PRO,REFACCION,22,15,2,10
RYDER PRO-070,Regulador de Corriente,RYDER PRO,REFACCION,220,154,2,10
RYDER PRO-071,Flash,RYDER PRO,REFACCION,48,33,2,10
RYDER PRO-072,Caja de ECU,RYDER PRO,REFACCION,165,116,2,10
RYDER PRO-073,Base Inferior de Caja de Bateria,RYDER PRO,REFACCION,396,277,2,10
RYDER PRO-074,Amortiguador(Izquierda o,RYDER PRO,REFACCION,66,46,2,10
RYDER PRO-077,Luces LED,RYDER PRO,REFACCION,140,98,2,10
RYDER PRO-078,Resorte Parador Lateral,RYDER PRO,REFACCION,20,14,2,10
RYDER PRO-083,Cubierta Decorativa,RYDER PRO,REFACCION,99,69,2,10
RYDER PRO-084,Cubierta Guardaagua Trasera,RYDER PRO,REFACCION,51,36,2,10
RYDER PRO-085,Tapon de Parador Lateral,RYDER PRO,REFACCION,11,8,2,10
RYDER PRO-086,Pasador de Asiento,RYDER PRO,REFACCION,22,15,2,10
RYDER PRO-087,Accesorio Inferior del Panel,RYDER PRO,REFACCION,51,36,2,10
RYDER PRO-088,Tapon de Direccionales,RYDER PRO,REFACCION,6,4,2,10
RYDER PRO-090,Tapa Cable,RYDER PRO,REFACCION,33,23,2,10
RYDER PRO-091,Salpicadera (Izquierda o,RYDER PRO,REFACCION,66,46,2,10
RYDER PRO-092,Tapón de Soporte de Canasta,RYDER PRO,REFACCION,33,23,2,10
RYDER PRO-093,Tapon de la Canasta,RYDER PRO,REFACCION,33,23,2,10
RYDER PRO-094,Tapon Delantero de Pedal,RYDER PRO,REFACCION,30,21,2,10
RYDER PRO-095,Goma de Caballete,RYDER PRO,REFACCION,20,14,2,10
S6-001,#Nombre?,S6,REFACCION,1800,1260,2,10
S6-002,Goma Flexible para Plegado,S6,REFACCION,43,30,2,10
S6-003,Parador Lateral,S6,REFACCION,180,126,2,10
S6-004,Bloque de Cierre Inferior,S6,REFACCION,120,84,2,10
S6-005,Bloque de Cierre Superior,S6,REFACCION,120,84,2,10
S6-006,Tubo de Manubrio,S6,REFACCION,1140,798,2,10
S6-007,Hebilla Superior,S6,REFACCION,60,42,2,10
S6-008,Encaje de Cierre Inferior,S6,REFACCION,60,42,2,10
S6-009,Tubo Deslizable Con Tapa,S6,REFACCION,60,42,2,10
S6-010,Cierre Rápido,S6,REFACCION,72,50,2,10
S6-011,Manillar,S6,REFACCION,192,134,2,10
S6-012,Amortiguador Delantero Izquierdo,S6,REFACCION,600,420,2,10
S6-014,Pasador de Plegado,S6,REFACCION,24,17,2,10
S6-023,Freno de Disco,S6,REFACCION,72,50,2,10
S6-026,Cubierta de Batería,S6,REFACCION,240,168,2,10
S6-027,Base de Asiento,S6,REFACCION,444,311,2,10
S6-029,Asiento,S6,REFACCION,216,151,2,10
S6-030,Rin Delantero,S6,REFACCION,240,168,2,10
S6-031,Motor,S6,REFACCION,2520,1764,2,10
S6-032,Llanta Delantera,S6,REFACCION,900,630,2,10
S6-033,Llanta Trasera,S6,REFACCION,780,546,2,10
S6-034,Reflectora (Cable,S6,REFACCION,36,25,2,10
S6-035,Reflectora (Cable,S6,REFACCION,38,27,2,10
S6-038,Faro Delantero,S6,REFACCION,360,252,2,10
S6-039,Pantalla,S6,REFACCION,840,588,2,10
S6-041,Acelerador,S6,REFACCION,180,126,2,10
S6-042,Interruptor de Luces,S6,REFACCION,186,130,2,10
S6-043,Cableado de Luces,S6,REFACCION,60,42,2,10
S6-048,Puerto de Carga,S6,REFACCION,24,17,2,10
S6-049,Batería,S6,REFACCION,5408,3786,2,10
S6-050,Altavoz Bluetooth,S6,REFACCION,144,101,2,10
S6-051,Claxon,S6,REFACCION,144,101,2,10
S6-052,Mecanismo de,S6,REFACCION,96,67,2,10
S6-054,Compartimento,S6,REFACCION,480,336,2,10
S6-059,Salpicadera Trasera,S6,REFACCION,300,210,2,10
S6-060,Salpicadera Delantera,S6,REFACCION,120,84,2,10
S6-063,Pegatina Reflectante,S6,REFACCION,12,8,2,10
S6-064,Goma del Pedal,S6,REFACCION,216,151,2,10
S6-066,Tubo Pasacables,S6,REFACCION,14,10,2,10
S6-067,Cargador,S6,REFACCION,400,280,2,10
SOL-001,Motor,SOL,REFACCION,1908,1336,2,10
SOL-002,Tapa Extremo Motor,SOL,REFACCION,400,280,2,10
SOL-003,Circlip del Motor,SOL,REFACCION,20,14,2,10
SOL-004,Rin Delantero,SOL,REFACCION,440,308,2,10
SOL-005,Llantas,SOL,REFACCION,480,336,2,10
SOL-006,Estrella de Motor,SOL,REFACCION,202,142,2,10
SOL-007,Freno de Balata (Delantera),SOL,REFACCION,277,194,2,10
SOL-008,Freno de Balata (Trasera),SOL,REFACCION,300,210,2,10
SOL-010,Valvula de Aire,SOL,REFACCION,50,35,2,10
SOL-011,Eje de Llanta Delantera,SOL,REFACCION,70,49,2,10
SOL-012,Reflector de Salpicadera,SOL,REFACCION,7,5,2,10
SOL-013,Reflector de Salpicadera,SOL,REFACCION,12,8,2,10
SOL-015,Alarma,SOL,REFACCION,210,147,2,10
SOL-016,Switch de Encendido,SOL,REFACCION,148,104,2,10
SOL-018,Baleros de Pedales,SOL,REFACCION,80,56,2,10
SOL-019,Eje de Pedales,SOL,REFACCION,165,116,2,10
SOL-020,Brazos de Pedales,SOL,REFACCION,90,63,2,10
SOL-021,Cadena,SOL,REFACCION,90,63,2,10
SOL-022,Espejos Retrovisores,SOL,REFACCION,200,140,2,10
SOL-023,Parador Lateral,SOL,REFACCION,145,102,2,10
SOL-024,Pedales,SOL,REFACCION,116,81,2,10
SOL-026,Estrella de Eje de Pedales,SOL,REFACCION,60,42,2,10
SOL-027,Claxon,SOL,REFACCION,76,53,2,10
SOL-028,Manubrio,SOL,REFACCION,215,151,2,10
SOL-029,Acelerador,SOL,REFACCION,175,123,2,10
SOL-030,Mango Izquierdo,SOL,REFACCION,50,35,2,10
SOL-032,Tubo de Direccion,SOL,REFACCION,215,151,2,10
SOL-033,Control Izquierdo,SOL,REFACCION,66,46,2,10
SOL-034,Plastico para Eje Frontal,SOL,REFACCION,4,3,2,10
SOL-035,Pantalla,SOL,REFACCION,248,173,2,10
SOL-036,Cubre Cables,SOL,REFACCION,12,8,2,10
SOL-037,Chicote Delantero,SOL,REFACCION,108,76,2,10
SOL-038,Chicote Trasero,SOL,REFACCION,148,104,2,10
SOL-039,Cubierta de Respaldo,SOL,REFACCION,85,60,2,10
SOL-040,Estante de Respaldo,SOL,REFACCION,66,46,2,10
SOL-041,Soporte de Canasta,SOL,REFACCION,149,104,2,10
SOL-042,Caballete,SOL,REFACCION,220,154,2,10
SOL-044,Faro,SOL,REFACCION,188,131,2,10
SOL-045,Amortiguador,SOL,REFACCION,270,189,2,10
SOL-046,Canasta,SOL,REFACCION,225,158,2,10
SOL-047,Visagra de Canasta,SOL,REFACCION,20,14,2,10
SOL-048,Tapa de Canasta,SOL,REFACCION,80,56,2,10
SOL-049,Plastico de Canasta,SOL,REFACCION,44,31,2,10
SOL-050,Chasis,SOL,REFACCION,2325,1628,2,10
SOL-051,Tijera,SOL,REFACCION,450,315,2,10
SOL-052,Arnes,SOL,REFACCION,363,254,2,10
SOL-053,Arnes de Bateria,SOL,REFACCION,210,147,2,10
SOL-054,Asiento Principal,SOL,REFACCION,300,210,2,10
SOL-055,Calabera,SOL,REFACCION,110,77,2,10
SOL-056,Piso,SOL,REFACCION,198,139,2,10
SOL-057,Sillon Trasero,SOL,REFACCION,200,140,2,10
SOL-058,Respaldo Trasero,SOL,REFACCION,100,70,2,10
SOL-059,Barras de Bateria,SOL,REFACCION,120,84,2,10
SOL-060,Salpicadera Delantera,SOL,REFACCION,117,82,2,10
SOL-061,Salpicadera Trasera,SOL,REFACCION,99,69,2,10
SOL-062,Panel Frontal de Faro,SOL,REFACCION,183,128,2,10
SOL-063,Cubierta Interior Delantera,SOL,REFACCION,216,151,2,10
SOL-064,Caja de Control,SOL,REFACCION,44,31,2,10
SOL-065,Gancho,SOL,REFACCION,24,17,2,10
SOL-066,Tapones de Goma,SOL,REFACCION,12,8,2,10
SOL-067,Tapa de Manubrio,SOL,REFACCION,48,34,2,10
SOL-068,Tapon para USB,SOL,REFACCION,4,3,2,10
SOL-069,Caja de ECU,SOL,REFACCION,117,82,2,10
SOL-070,Caja para Baterias,SOL,REFACCION,244,171,2,10
SOL-072,Asiento Izquierda y,SOL,REFACCION,88,62,2,10
SOL-073,Conector para Piso,SOL,REFACCION,84,59,2,10
SOL-076,Conector de Asiento Principal,SOL,REFACCION,33,23,2,10
SOL-077,Conector de Piso,SOL,REFACCION,33,23,2,10
SOL-078,De Reposapies,SOL,REFACCION,44,31,2,10
SOL-079,Reposapies Traseros,SOL,REFACCION,100,70,2,10
SOL-080,Tapones del Reposapie,SOL,REFACCION,8,6,2,10
SOL-081,Sujetador de Canasta,SOL,REFACCION,12,8,2,10
SOL-082,Conectorfrontal de Cubierta,SOL,REFACCION,68,48,2,10
SOL PRO-001,Motor,SOL PRO,REFACCION,1908,1336,2,10
SOL PRO-002,Tapa Extremo Motor,SOL PRO,REFACCION,400,280,2,10
SOL PRO-003,Circlip del Motor,SOL PRO,REFACCION,20,14,2,10
SOL PRO-004,Rin Delantero,SOL PRO,REFACCION,440,308,2,10
SOL PRO-005,Llantas,SOL PRO,REFACCION,480,336,2,10
SOL PRO-006,Estrella del Motor,SOL PRO,REFACCION,202,142,2,10
SOL PRO-007,Freno de Balata (Delantera),SOL PRO,REFACCION,277,194,2,10
SOL PRO-008,Freno de Balata (Trasera),SOL PRO,REFACCION,300,210,2,10
SOL PRO-010,Valvula de Aire,SOL PRO,REFACCION,50,35,2,10
SOL PRO-011,Eje Frontal,SOL PRO,REFACCION,70,49,2,10
SOL PRO-012,Reflectores Delanteros,SOL PRO,REFACCION,7,5,2,10
SOL PRO-013,Reflector de Salpicadera,SOL PRO,REFACCION,12,8,2,10
SOL PRO-015,Alarma,SOL PRO,REFACCION,210,147,2,10
SOL PRO-016,Switch de Encendido,SOL PRO,REFACCION,150,105,2,10
SOL PRO-018,Baleros de Pedales,SOL PRO,REFACCION,80,56,2,10
SOL PRO-019,Eje de Pedales,SOL PRO,REFACCION,165,116,2,10
SOL PRO-020,Brazos para Pedales,SOL PRO,REFACCION,100,70,2,10
SOL PRO-021,Cadena,SOL PRO,REFACCION,87,61,2,10
SOL PRO-022,Espejos Retrovisores,SOL PRO,REFACCION,203,142,2,10
SOL PRO-023,Parador Lateral,SOL PRO,REFACCION,145,102,2,10
SOL PRO-024,Pedales,SOL PRO,REFACCION,116,81,2,10
SOL PRO-025,Reposapies Retractil,SOL PRO,REFACCION,155,109,2,10
SOL PRO-026,Estrella de Eje de Pedales,SOL PRO,REFACCION,60,42,2,10
SOL PRO-027,Claxon,SOL PRO,REFACCION,76,53,2,10
SOL PRO-028,Manubrio,SOL PRO,REFACCION,225,158,2,10
SOL PRO-029,Acelerador,SOL PRO,REFACCION,175,123,2,10
SOL PRO-030,Mango Izquierdo,SOL PRO,REFACCION,50,35,2,10
SOL PRO-032,Tubo de Dirección,SOL PRO,REFACCION,225,158,2,10
SOL PRO-033,Mando Izquierdo,SOL PRO,REFACCION,66,46,2,10
SOL PRO-034,Plastico para Eje Frontal,SOL PRO,REFACCION,4,3,2,10
SOL PRO-035,Pantalla,SOL PRO,REFACCION,285,200,2,10
SOL PRO-036,Cubierto de Cable,SOL PRO,REFACCION,12,8,2,10
SOL PRO-037,Chicote Delantero,SOL PRO,REFACCION,108,76,2,10
SOL PRO-038,Chicote Trasero,SOL PRO,REFACCION,148,104,2,10
SOL PRO-039,Cubierta de Respaldo,SOL PRO,REFACCION,77,54,2,10
SOL PRO-040,Estante de Respaldo,SOL PRO,REFACCION,66,46,2,10
SOL PRO-041,Base de Canasta,SOL PRO,REFACCION,143,100,2,10
SOL PRO-042,Caballete,SOL PRO,REFACCION,220,154,2,10
SOL PRO-043,Faro,SOL PRO,REFACCION,188,131,2,10
SOL PRO-044,Amortiguador,SOL PRO,REFACCION,285,200,2,10
SOL PRO-045,Canasta,SOL PRO,REFACCION,225,158,2,10
SOL PRO-046,Visagra de Canasta,SOL PRO,REFACCION,20,14,2,10
SOL PRO-047,Cubierta de Cesta,SOL PRO,REFACCION,60,42,2,10
SOL PRO-048,Tapa de Canasta,SOL PRO,REFACCION,50,35,2,10
SOL PRO-049,Chasis,SOL PRO,REFACCION,2700,1890,2,10
SOL PRO-050,Tijera,SOL PRO,REFACCION,495,347,2,10
SOL PRO-051,Arnes,SOL PRO,REFACCION,425,298,2,10
SOL PRO-052,Arnes de Bateria,SOL PRO,REFACCION,225,158,2,10
SOL PRO-053,Asiento Principal,SOL PRO,REFACCION,325,228,2,10
SOL PRO-056,Calabera,SOL PRO,REFACCION,125,88,2,10
SOL PRO-057,Piso,SOL PRO,REFACCION,165,116,2,10
SOL PRO-058,Asiento Trasero,SOL PRO,REFACCION,175,123,2,10
SOL PRO-059,Respaldo de Asiento,SOL PRO,REFACCION,100,70,2,10
SOL PRO-060,Salpicadera Delantera,SOL PRO,REFACCION,120,84,2,10
SOL PRO-061,Salpicadera Trasera,SOL PRO,REFACCION,105,74,2,10
SOL PRO-062,Cubierta Frontal de Faro,SOL PRO,REFACCION,195,137,2,10
SOL PRO-063,Cubierta Interior Delantera,SOL PRO,REFACCION,225,158,2,10
SOL PRO-064,Accesorio de Laterales,SOL PRO,REFACCION,24,17,2,10
SOL PRO-065,Accesorio de Laterales,SOL PRO,REFACCION,24,17,2,10
SOL PRO-066,Gancho,SOL PRO,REFACCION,40,28,2,10
SOL PRO-067,Gomas de Piso,SOL PRO,REFACCION,6,4,2,10
SOL PRO-068,Gomas de Piso,SOL PRO,REFACCION,32,22,2,10
SOL PRO-069,Goma de USB,SOL PRO,REFACCION,8,6,2,10
SOL PRO-070,Caja de ECU,SOL PRO,REFACCION,100,70,2,10
SOL PRO-071,Caja de Bsteria,SOL PRO,REFACCION,248,174,2,10
SOL PRO-073,Cubierta Superior de Piso,SOL PRO,REFACCION,165,116,2,10
SOL PRO-076,Reposapies Delantero,SOL PRO,REFACCION,136,95,2,10
SOL PRO-078,Fijador de Canasta,SOL PRO,REFACCION,11,7,2,10
SOL PRO-080,Caja de Bateria,SOL PRO,REFACCION,120,84,2,10
SOL PRO-081,Tapa de Bateria,SOL PRO,REFACCION,140,98,2,10
SOL PRO-082,Protector Lateral (Derecho o,SOL PRO,REFACCION,126,88,2,10
EM008001,Motor,SOLARA,REFACCION,3571,2500,2,10
EM008002,Tapa de Bateria,SOLARA,REFACCION,85,60,2,10
EM008003,Tapa para Rin,SOLARA,REFACCION,118,82,2,10
EM008004,Rin Trasero,SOLARA,REFACCION,643,450,2,10
EM008005,Rin Delantero,SOLARA,REFACCION,571,400,2,10
EM008006,Llanta,SOLARA,REFACCION,571,400,2,10
EM008008,Balata Delantera,SOLARA,REFACCION,300,210,2,10
EM008009,Valvula de Aire,SOLARA,REFACCION,35,25,2,10
EM008012,Alarma,SOLARA,REFACCION,300,210,2,10
EM008015,Tapete de Baterias,SOLARA,REFACCION,85,60,2,10
EM008019,Cable de Bateria,SOLARA,REFACCION,30,21,2,10
EM008021,Espaciadores,SOLARA,REFACCION,10,7,2,10
EM008022,Cubierta del Cuello,SOLARA,REFACCION,40,28,2,10
EM008025,Faro Derecho,SOLARA,REFACCION,504,353,2,10
EM008026,Faro Izquiero,SOLARA,REFACCION,504,353,2,10
